Actual (mm),Predicted (mm)
-304.8,-291.51468
-569.9,-520.1137
-719.3,-646.5794
-697.7,-681.0899
-534.0,-564.2522
-251.79999999999995,-277.47528
81.9999999999999,71.61124
374.2,402.64905
608.1999999999999,617.247
690.0,700.3515
643.3,664.0128
472.1999999999999,513.2038
239.4,274.8335
20.2,39.416904
-143.3,-157.41817
-172.2999999999999,-234.38731
-69.8,-115.9161
141.4,136.48543
414.4,380.50012
642.1,504.26553
774.6999999999999,544.4121
775.4000000000002,601.5561
626.6999999999999,501.6657
348.3,302.42218
-2.7999999999999,-9.89473
-326.40000000000003,-317.24176
-563.6999999999999,-561.1228
-658.4000000000001,-676.5162
-594.4000000000001,-643.08124
-375.90000000000003,-398.213
-52.699999999999996,-35.61222
302.8,328.7463
599.0999999999999,601.32477
754.0,743.28516
751.9,775.1425
602.0,625.3365
335.1,376.09586
31.000000000000004,60.00048
-203.5,-216.52463
-345.5,-408.0299
-343.1,-433.42776
-176.39999999999998,-216.29852
93.0,132.34727
397.8,440.00525
642.9,592.6996
756.0000000000001,652.99286
710.8,652.89075
513.9,492.24158
203.7,214.90895
-140.5,-148.9502
-428.8,-433.32764
-605.0,-634.9803
-606.8,-673.78357
-459.4,-504.65927
-171.29999999999998,-166.36885
190.29999999999998,225.60811
514.4,554.4275
742.3,746.5353
799.9000000000001,843.7386
683.0999999999999,741.1157
430.0,490.82285
90.70000000000002,118.36022
-229.49999999999986,-224.63072
-455.1999999999999,-504.24597
-537.6,-600.9066
-456.7,-522.63043
-223.0,-258.92914
91.5,120.659584
393.1000000000001,449.35565
633.6,619.632
689.3000000000001,697.0668
597.9,616.69293
366.3999999999999,381.5094
39.1,49.900623
-265.8999999999999,-288.84586
-484.0,-552.8606
-557.6000000000001,-644.0792
-478.9,-553.5833
-248.9999999999999,-278.54883
83.9999999999999,109.8648
446.1,485.76068
707.6,729.8695
838.8,855.01324
781.4,808.29565
564.3000000000001,608.4328
233.4,267.25735
-154.79999999999998,-130.61885
-454.9999999999999,-483.83112
-641.1,-673.1387
-658.0999999999999,-717.3593
-508.49999999999994,-568.38184
-222.6999999999999,-256.4115
113.3,128.18945
411.0,458.2942
580.0,634.34875
596.1999999999999,661.01935
452.79999999999995,492.90027
200.4,217.00002
-98.6,-109.998055
-335.8,-392.1893
-465.70000000000005,-539.46515
-431.20000000000005,-511.73718
-250.59999999999997,-304.88303
42.1,45.976288
381.29999999999995,446.62338
678.8000000000001,725.547
839.6,879.9352
862.1999999999999,868.1975
688.9000000000001,693.13324
363.5,417.02222
-25.8,1.2791775
-388.5,-411.87143
-657.5999999999999,-674.8711
-762.9999999999999,-807.51685
-699.3000000000001,-763.56445
-481.0999999999999,-528.7978
-163.89999999999998,-184.17177
148.5,180.53375
389.0,464.45038
501.90000000000003,586.47424
455.1,517.7317
289.5,304.79544
59.699999999999896,49.788746
-184.89999999999998,-197.20718
-342.59999999999997,-373.70627
-382.6,-404.87616
-250.3,-295.08978
1.1999999999999005,-32.11046
311.2,356.3455
629.6999999999999,681.56085
866.3000000000001,870.0066
917.9000000000001,934.6253
812.2999999999998,795.6964
538.1,570.5284
156.70000000000002,194.66151
-243.4,-254.19257
-587.6,-607.002
-782.5,-812.98346
-819.0,-879.7123
-677.8000000000001,-741.4519
-413.1,-453.1131
-99.3,-103.680176
