Actual (mm),Predicted (mm)
221.0,218.76027
254.6,252.33888
255.5,288.17712
283.3,293.22256
300.3,310.41492
323.6,323.3632
345.40000000000003,341.60754
365.20000000000005,361.1682
373.90000000000003,379.7842
401.7,387.49054
374.2,405.23004
363.5,378.4566
335.0,352.90875
321.9000000000001,313.51355
277.7,286.44138
231.8,237.51262
211.79999999999995,193.72156
182.0,174.39417
167.40000000000003,154.32068
175.6,147.47807
175.2999999999999,163.98544
172.2,176.80855
173.2,182.48083
187.39999999999998,186.4546
209.2,199.18106
210.5999999999999,219.6583
209.49999999999991,226.14185
224.0,221.90607
230.9,228.99147
232.5,233.40031
251.2,231.92177
256.0,245.8404
261.1,251.75507
287.9,255.08324
294.70000000000005,279.60645
288.8,291.5883
305.09999999999997,285.5066
305.9,296.01102
296.9,297.52435
277.4,286.0903
258.0,259.7065
237.8,230.49582
232.79999999999993,207.38031
247.5,202.66978
248.5,220.56166
254.4,231.26382
256.6,243.70476
258.1,252.02191
269.5,256.15543
271.8,268.10736
266.40000000000003,273.00427
245.79999999999995,267.08444
222.10000000000002,241.57265
206.3,207.27065
188.8,186.98369
185.4,169.57176
187.1,167.0935
183.0999999999999,173.47437
187.1,176.12231
187.70000000000002,183.15851
196.20000000000002,187.06941
202.59999999999988,195.81679
197.1,203.16823
199.7,199.0359
193.5,198.19527
199.0,191.02591
204.0,192.85599
220.6999999999999,197.33098
228.29999999999998,212.55086
236.9,222.20148
240.49999999999997,230.11269
234.3,233.8184
241.0,225.26884
238.79999999999987,226.47487
227.70000000000002,223.20854
204.9,211.98035
177.5,188.63223
139.2,159.24727
114.0,120.422554
84.1,93.92559
60.89999999999989,68.09537
43.00000000000001,48.39594
30.699999999999903,33.264683
28.699999999999896,24.707024
36.90000000000001,27.083012
43.3,39.751644
83.4,54.129707
122.39999999999999,96.329025
152.5,141.22838
182.5,176.91281
206.5,209.69804
234.1,231.40688
268.5,250.70967
309.5999999999999,278.90485
332.99999999999994,310.93503
351.1,337.77893
361.70000000000005,355.59592
367.4,360.04755
355.0999999999999,356.52808
328.2,335.74506
286.6,294.12524
220.6999999999999,232.01213
161.8,163.83862
110.5,103.291855
57.6,56.601048
16.8,14.010031
-28.39999999999999,-16.675735
-43.69999999999999,-45.94971
-50.70000000000001,-54.139847
-70.39999999999988,-55.161327
-65.60000000000001,-56.68223
-28.0999999999999,-41.570343
22.299999999999997,-3.4809253
54.300000000000004,50.720615
101.0,91.66337
161.2,134.09286
203.9,188.47318
229.1,245.5208
278.8,281.96567
315.5999999999999,317.2973
338.3,339.42874
342.9,349.8785
338.1,350.82016
315.1,329.2242
275.6,284.37424
221.20000000000002,222.76814
153.0,158.1569
96.19999999999999,86.14864
29.899999999999995,30.735846
-22.499999999999996,-26.521227
-75.19999999999999,-60.636402
-117.99999999999999,-96.644104
-144.8999999999999,-133.40936
-160.0,-155.51886
-144.79999999999987,-145.8935
-121.00000000000001,-114.45569
-85.8,-75.95934
-36.49999999999999,-33.408813
22.4,15.044547
93.39999999999999,74.121895
146.6,143.46286
191.8,193.63078
246.79999999999998,243.47173
303.5,295.44263
335.5,341.0684
350.9,366.93695
353.9,362.6069
359.8,351.66113
351.80000000000007,337.28146
313.90000000000003,310.96405
265.3999999999999,253.35263
199.5,192.77843
125.5,122.02653
69.1,49.414215
3.500000000000008,-2.1003761
-73.29999999999998,-50.883682
-114.3,-98.67676
-135.2,-139.45464
-152.4,-160.90741
-148.4,-151.421
-118.29999999999997,-121.14018
